timestamp,node,namespace,pod,container,anomaly_score,is_anomaly,top_features
2026-05-27T03:10:58Z,mock-node,default,mock-pod,app,0.304467,False,"[{""feature"": ""disk_read_bytes"", ""value"": 15689.512, ""z"": -1.514}, {""feature"": ""syscall_write_rate"", ""value"": 109.568, ""z"": 1.477}, {""feature"": ""syscall_read_rate"", ""value"": 178.984, ""z"": 1.29}]"
2026-05-27T03:11:08Z,mock-node,default,mock-pod,app,0.269754,False,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 0.272, ""z"": 2.428}, {""feature"": ""syscall_write_rate"", ""value"": 69.671, ""z"": -1.547}, {""feature"": ""disk_read_bytes"", ""value"": 23698.272, ""z"": 1.216}]"
2026-05-27T03:11:18Z,mock-node,default,mock-pod,app,0.099799,False,"[{""feature"": ""syscall_open_rate"", ""value"": 16.753, ""z"": -1.099}, {""feature"": ""process_fork_count"", ""value"": 0.837, ""z"": -1.086}, {""feature"": ""disk_read_bytes"", ""value"": 23264.556, ""z"": 1.068}]"
2026-05-27T03:11:28Z,mock-node,default,mock-pod,app,0.404705,False,"[{""feature"": ""syscall_write_rate"", ""value"": 116.738, ""z"": 2.021}, {""feature"": ""network_tx_bytes"", ""value"": 30694.979, ""z"": -1.567}, {""feature"": ""process_exec_count"", ""value"": 0.804, ""z"": -1.365}]"
2026-05-27T03:11:38Z,mock-node,default,mock-pod,app,0.322287,False,"[{""feature"": ""process_fork_count"", ""value"": 0.785, ""z"": -1.445}, {""feature"": ""syscall_read_rate"", ""value"": 182.198, ""z"": 1.433}, {""feature"": ""syscall_open_rate"", ""value"": 16.002, ""z"": -1.348}]"
2026-05-27T03:11:48Z,mock-node,default,mock-pod,app,0.306432,False,"[{""feature"": ""syscall_write_rate"", ""value"": 66.595, ""z"": -1.78}, {""feature"": ""disk_read_bytes"", ""value"": 24503.622, ""z"": 1.491}, {""feature"": ""disk_io_latency_ms"", ""value"": 2.4, ""z"": 1.304}]"
2026-05-27T03:11:58Z,mock-node,default,mock-pod,app,0.559422,False,"[{""feature"": ""syscall_read_rate"", ""value"": 86.195, ""z"": -2.826}, {""feature"": ""network_tx_bytes"", ""value"": 25245.399, ""z"": -2.485}, {""feature"": ""process_fork_count"", ""value"": 1.188, ""z"": 1.342}]"
2026-05-27T03:12:08Z,mock-node,default,mock-pod,app,0.46724,False,"[{""feature"": ""disk_io_latency_ms"", ""value"": 2.569, ""z"": 1.862}, {""feature"": ""syscall_open_rate"", ""value"": 14.564, ""z"": -1.824}, {""feature"": ""tcp_connect_rate"", ""value"": 5.93, ""z"": 1.271}]"
2026-05-27T03:12:18Z,mock-node,default,mock-pod,app,0.258124,False,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 0.159, ""z"": -1.368}, {""feature"": ""process_fork_count"", ""value"": 1.178, ""z"": 1.273}, {""feature"": ""syscall_read_rate"", ""value"": 124.094, ""z"": -1.145}]"
2026-05-27T03:12:28Z,mock-node,default,mock-pod,app,0.377515,False,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 0.258, ""z"": 1.958}, {""feature"": ""syscall_open_rate"", ""value"": 14.716, ""z"": -1.773}, {""feature"": ""syscall_read_rate"", ""value"": 119.135, ""z"": -1.365}]"
