timestamp,node,namespace,pod,container,anomaly_score,is_anomaly,top_features
2026-05-27T05:54:10Z,gpu-1,kube-system,tetragon-svlgq,tetragon,0.024466,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,longhorn-system,longhorn-csi-plugin-q9c2h,longhorn-liveness-probe,0.002839,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,longhorn-system,longhorn-csi-plugin-q9c2h,node-driver-registrar,0.000193,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,longhorn-system,engine-image-ei-3154f3aa-btx9p,engine-image-ei-3154f3aa,0.070578,False,"[{""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""syscall_open_rate"", ""value"": 15.5, ""z"": -0.193}, {""feature"": ""context_switch_count"", ""value"": 1689.0, ""z"": -0.183}]"
2026-05-27T05:54:10Z,gpu-1,monitoring,my-monitoring-prometheus-node-exporter-gmmb7,node-exporter,0.002963,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,kube-system,nodelocaldns-2krfj,node-cache,0.128877,False,"[{""feature"": ""tcp_connect_rate"", ""value"": 1.1, ""z"": 1.516}, {""feature"": ""context_switch_count"", ""value"": 904.0, ""z"": -0.205}, {""feature"": ""process_fork_count"", ""value"": 12.0, ""z"": -0.2}]"
2026-05-27T05:54:10Z,gpu-1,longhorn-system,csi-resizer-547f8b9dc8-55gvn,csi-resizer,0.001277,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,node,system,systemd-resolved.service,0.000361,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,ebpf-final,ebpf-detector-56b7858779-tqxvm,detector,0.11197,False,"[{""feature"": ""context_switch_count"", ""value"": 21398.0, ""z"": 0.371}, {""feature"": ""process_fork_count"", ""value"": 1.0, ""z"": -0.331}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}]"
2026-05-27T05:54:10Z,gpu-1,node,system,systemd-logind.service,0.000361,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,longhorn-system,csi-snapshotter-8558df8679-29czj,csi-snapshotter,0.013106,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,node,system,systemd-networkd.service,0.000361,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,longhorn-system,longhorn-manager-8xnqn,longhorn-manager,0.502786,False,"[{""feature"": ""network_rx_bytes"", ""value"": 1997580.0, ""z"": 1.775}, {""feature"": ""network_tx_bytes"", ""value"": 855485.0, ""z"": 0.601}, {""feature"": ""syscall_read_rate"", ""value"": 546.5, ""z"": 0.441}]"
2026-05-27T05:54:10Z,gpu-1,kube-system,kube-proxy-xpwkg,kube-proxy,0.003427,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,node,system,udev,0.000361,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,node,system,init.scope,0.000302,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,longhorn-system,longhorn-csi-plugin-q9c2h,longhorn-csi-plugin,0.001315,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,kube-system,kube-ovn-pinger-s46xc,pinger,0.136672,False,"[{""feature"": ""syscall_open_rate"", ""value"": 13.2, ""z"": -0.203}, {""feature"": ""context_switch_count"", ""value"": 2975.0, ""z"": -0.147}, {""feature"": ""syscall_read_rate"", ""value"": 44.5, ""z"": -0.095}]"
2026-05-27T05:54:10Z,gpu-1,kube-system,ovs-ovn-5l6wg,openvswitch,0.142348,False,"[{""feature"": ""process_exec_count"", ""value"": 52.0, ""z"": 0.807}, {""feature"": ""process_fork_count"", ""value"": 88.0, ""z"": 0.706}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}]"
2026-05-27T05:54:10Z,gpu-1,kube-system,tetragon-svlgq,export-stdout,0.030669,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,kube-system,kube-ovn-cni-jhp28,cni-server,0.377347,False,"[{""feature"": ""process_exec_count"", ""value"": 130.0, ""z"": 2.425}, {""feature"": ""syscall_open_rate"", ""value"": 468.1, ""z"": 1.783}, {""feature"": ""process_fork_count"", ""value"": 169.0, ""z"": 1.672}]"
2026-05-27T05:54:10Z,gpu-1,node,system,containerd.service,0.401288,False,"[{""feature"": ""syscall_open_rate"", ""value"": 860.0, ""z"": 3.493}, {""feature"": ""process_fork_count"", ""value"": 198.0, ""z"": 2.018}, {""feature"": ""syscall_read_rate"", ""value"": 641.0, ""z"": 0.542}]"
2026-05-27T05:54:10Z,gpu-1,longhorn-system,csi-attacher-5857549d6f-76jtz,csi-attacher,0.002839,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,longhorn-system,instance-manager-d89dc7ef153358543541a7b078f7abaa,instance-manager,0.083473,False,"[{""feature"": ""tcp_connect_rate"", ""value"": 0.5, ""z"": 0.51}, {""feature"": ""process_fork_count"", ""value"": 7.0, ""z"": -0.259}, {""feature"": ""context_switch_count"", ""value"": 632.0, ""z"": -0.213}]"
2026-05-27T05:54:10Z,gpu-1,longhorn-system,csi-provisioner-57f9d44448-4cv8f,csi-provisioner,0.002903,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,ebpf-final,ebpf-collector-dvjv4,collector,0.000193,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,gpu-operator,gpu-operator-1764036362-node-feature-discovery-worker-77dn4,worker,0.000711,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
2026-05-27T05:54:10Z,gpu-1,node,system,kubelet.service,0.198331,False,"[{""feature"": ""tcp_connect_rate"", ""value"": 1.3, ""z"": 1.851}, {""feature"": ""syscall_open_rate"", ""value"": 173.6, ""z"": 0.497}, {""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}]"
2026-05-27T05:54:10Z,gpu-1,gpu-operator,gpu-feature-discovery-mxgc7,gpu-feature-discovery,0.067408,False,"[{""feature"": ""process_fork_count"", ""value"": 0.0, ""z"": -0.343}, {""feature"": ""tcp_connect_rate"", ""value"": 0.0, ""z"": -0.329}, {""feature"": ""process_exec_count"", ""value"": 0.0, ""z"": -0.273}]"
