timestamp,node,namespace,pod,container,anomaly_score,is_anomaly,top_features
2026-05-27T03:10:59Z,mock-node,default,mock-pod,app,0.884413,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 24.896, ""z"": 75.632}, {""feature"": ""disk_write_bytes"", ""value"": 173329.779, ""z"": 71.169}, {""feature"": ""disk_read_bytes"", ""value"": 170179.52, ""z"": 51.148}]"
2026-05-27T03:11:09Z,mock-node,default,mock-pod,app,0.947531,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 25.876, ""z"": 78.87}, {""feature"": ""disk_write_bytes"", ""value"": 148966.986, ""z"": 60.223}, {""feature"": ""disk_read_bytes"", ""value"": 167330.704, ""z"": 50.177}]"
2026-05-27T03:11:19Z,mock-node,default,mock-pod,app,0.982034,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 24.894, ""z"": 75.626}, {""feature"": ""disk_write_bytes"", ""value"": 164221.772, ""z"": 67.077}, {""feature"": ""disk_read_bytes"", ""value"": 157445.888, ""z"": 46.807}]"
2026-05-27T03:11:29Z,mock-node,default,mock-pod,app,0.869932,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 23.618, ""z"": 71.41}, {""feature"": ""disk_write_bytes"", ""value"": 142764.138, ""z"": 57.436}, {""feature"": ""disk_read_bytes"", ""value"": 111655.268, ""z"": 31.198}]"
2026-05-27T03:11:39Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_write_bytes"", ""value"": 163847.472, ""z"": 66.909}, {""feature"": ""disk_io_latency_ms"", ""value"": 21.798, ""z"": 65.396}, {""feature"": ""disk_read_bytes"", ""value"": 128819.966, ""z"": 37.049}]"
2026-05-27T03:11:49Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 25.287, ""z"": 76.924}, {""feature"": ""disk_write_bytes"", ""value"": 93339.716, ""z"": 35.23}, {""feature"": ""disk_read_bytes"", ""value"": 114401.361, ""z"": 32.134}]"
2026-05-27T03:11:59Z,mock-node,default,mock-pod,app,0.986034,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 28.614, ""z"": 87.917}, {""feature"": ""disk_read_bytes"", ""value"": 173145.702, ""z"": 52.159}, {""feature"": ""disk_write_bytes"", ""value"": 114713.013, ""z"": 44.833}]"
2026-05-27T03:12:09Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 25.17, ""z"": 76.538}, {""feature"": ""disk_write_bytes"", ""value"": 146621.878, ""z"": 59.169}, {""feature"": ""disk_read_bytes"", ""value"": 173247.135, ""z"": 52.193}]"
2026-05-27T03:12:19Z,mock-node,default,mock-pod,app,0.906314,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 23.515, ""z"": 71.069}, {""feature"": ""disk_write_bytes"", ""value"": 118950.153, ""z"": 46.737}, {""feature"": ""disk_read_bytes"", ""value"": 149324.174, ""z"": 44.039}]"
2026-05-27T03:12:29Z,mock-node,default,mock-pod,app,0.970346,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 24.549, ""z"": 74.486}, {""feature"": ""disk_write_bytes"", ""value"": 153203.018, ""z"": 62.126}, {""feature"": ""disk_read_bytes"", ""value"": 168285.394, ""z"": 50.502}]"
2026-05-27T03:12:39Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 27.326, ""z"": 83.661}, {""feature"": ""disk_write_bytes"", ""value"": 149705.124, ""z"": 60.555}, {""feature"": ""disk_read_bytes"", ""value"": 151058.771, ""z"": 44.63}]"
2026-05-27T03:12:49Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 32.748, ""z"": 101.576}, {""feature"": ""disk_write_bytes"", ""value"": 138253.845, ""z"": 55.41}, {""feature"": ""disk_read_bytes"", ""value"": 166771.122, ""z"": 49.986}]"
2026-05-27T03:12:59Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 29.368, ""z"": 90.408}, {""feature"": ""disk_write_bytes"", ""value"": 169263.977, ""z"": 69.342}, {""feature"": ""disk_read_bytes"", ""value"": 182884.129, ""z"": 55.478}]"
2026-05-27T03:13:09Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_write_bytes"", ""value"": 176879.729, ""z"": 72.764}, {""feature"": ""disk_io_latency_ms"", ""value"": 23.462, ""z"": 70.894}, {""feature"": ""disk_read_bytes"", ""value"": 164220.466, ""z"": 49.116}]"
2026-05-27T03:13:19Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 26.538, ""z"": 81.058}, {""feature"": ""disk_write_bytes"", ""value"": 152978.229, ""z"": 62.025}, {""feature"": ""disk_read_bytes"", ""value"": 153622.85, ""z"": 45.504}]"
2026-05-27T03:13:29Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 24.004, ""z"": 72.685}, {""feature"": ""disk_read_bytes"", ""value"": 195353.793, ""z"": 59.729}, {""feature"": ""disk_write_bytes"", ""value"": 128900.902, ""z"": 51.208}]"
2026-05-27T03:13:39Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 25.476, ""z"": 77.549}, {""feature"": ""disk_write_bytes"", ""value"": 158990.896, ""z"": 64.727}, {""feature"": ""disk_read_bytes"", ""value"": 145532.122, ""z"": 42.746}]"
2026-05-27T03:13:49Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_read_bytes"", ""value"": 194181.151, ""z"": 59.329}, {""feature"": ""disk_write_bytes"", ""value"": 144072.679, ""z"": 58.024}, {""feature"": ""disk_io_latency_ms"", ""value"": 15.732, ""z"": 45.354}]"
2026-05-27T03:13:59Z,mock-node,default,mock-pod,app,0.967755,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 29.796, ""z"": 91.822}, {""feature"": ""disk_write_bytes"", ""value"": 183558.317, ""z"": 75.764}, {""feature"": ""disk_read_bytes"", ""value"": 184968.034, ""z"": 56.189}]"
2026-05-27T03:14:09Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 30.449, ""z"": 93.98}, {""feature"": ""disk_write_bytes"", ""value"": 155257.421, ""z"": 63.049}, {""feature"": ""disk_read_bytes"", ""value"": 145803.477, ""z"": 42.838}]"
2026-05-27T03:14:19Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_io_latency_ms"", ""value"": 26.899, ""z"": 82.25}, {""feature"": ""disk_write_bytes"", ""value"": 150171.408, ""z"": 60.764}, {""feature"": ""disk_read_bytes"", ""value"": 179025.68, ""z"": 54.163}]"
2026-05-27T03:14:29Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""disk_write_bytes"", ""value"": 158193.284, ""z"": 64.368}, {""feature"": ""disk_io_latency_ms"", ""value"": 15.504, ""z"": 44.601}, {""feature"": ""disk_read_bytes"", ""value"": 131689.433, ""z"": 38.027}]"
