timestamp,node,namespace,pod,container,anomaly_score,is_anomaly,top_features
2026-05-27T03:10:58Z,mock-node,default,mock-pod,app,0.726733,False,"[{""feature"": ""context_switch_count"", ""value"": 3600.435, ""z"": 23.735}, {""feature"": ""process_exec_count"", ""value"": 4.237, ""z"": 22.341}, {""feature"": ""syscall_read_rate"", ""value"": 288.485, ""z"": 6.147}]"
2026-05-27T03:11:08Z,mock-node,default,mock-pod,app,0.800897,False,"[{""feature"": ""context_switch_count"", ""value"": 5083.791, ""z"": 36.331}, {""feature"": ""process_exec_count"", ""value"": 3.615, ""z"": 18.046}, {""feature"": ""syscall_read_rate"", ""value"": 338.486, ""z"": 8.365}]"
2026-05-27T03:11:18Z,mock-node,default,mock-pod,app,0.850037,True,"[{""feature"": ""context_switch_count"", ""value"": 4425.175, ""z"": 30.738}, {""feature"": ""process_exec_count"", ""value"": 3.732, ""z"": 18.854}, {""feature"": ""syscall_read_rate"", ""value"": 270.249, ""z"": 5.339}]"
2026-05-27T03:11:28Z,mock-node,default,mock-pod,app,0.901605,True,"[{""feature"": ""context_switch_count"", ""value"": 4755.158, ""z"": 33.54}, {""feature"": ""process_exec_count"", ""value"": 3.51, ""z"": 17.321}, {""feature"": ""syscall_read_rate"", ""value"": 354.941, ""z"": 9.095}]"
2026-05-27T03:11:38Z,mock-node,default,mock-pod,app,0.88224,True,"[{""feature"": ""context_switch_count"", ""value"": 4103.318, ""z"": 28.005}, {""feature"": ""process_exec_count"", ""value"": 3.728, ""z"": 18.826}, {""feature"": ""syscall_read_rate"", ""value"": 234.09, ""z"": 3.735}]"
2026-05-27T03:11:48Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""context_switch_count"", ""value"": 5503.707, ""z"": 39.896}, {""feature"": ""process_exec_count"", ""value"": 3.558, ""z"": 17.652}, {""feature"": ""syscall_read_rate"", ""value"": 276.1, ""z"": 5.598}]"
2026-05-27T03:11:58Z,mock-node,default,mock-pod,app,0.960742,True,"[{""feature"": ""process_exec_count"", ""value"": 4.573, ""z"": 24.661}, {""feature"": ""context_switch_count"", ""value"": 3378.81, ""z"": 21.854}, {""feature"": ""syscall_read_rate"", ""value"": 349.58, ""z"": 8.858}]"
2026-05-27T03:12:08Z,mock-node,default,mock-pod,app,0.978542,True,"[{""feature"": ""context_switch_count"", ""value"": 5624.875, ""z"": 40.925}, {""feature"": ""process_exec_count"", ""value"": 4.39, ""z"": 23.397}, {""feature"": ""syscall_read_rate"", ""value"": 271.484, ""z"": 5.393}]"
2026-05-27T03:12:18Z,mock-node,default,mock-pod,app,0.821219,True,"[{""feature"": ""context_switch_count"", ""value"": 5811.435, ""z"": 42.509}, {""feature"": ""process_exec_count"", ""value"": 3.911, ""z"": 20.09}, {""feature"": ""syscall_read_rate"", ""value"": 270.23, ""z"": 5.338}]"
2026-05-27T03:12:28Z,mock-node,default,mock-pod,app,0.86482,True,"[{""feature"": ""context_switch_count"", ""value"": 4999.754, ""z"": 35.617}, {""feature"": ""process_exec_count"", ""value"": 4.345, ""z"": 23.087}, {""feature"": ""syscall_read_rate"", ""value"": 253.788, ""z"": 4.608}]"
2026-05-27T03:12:38Z,mock-node,default,mock-pod,app,0.800493,False,"[{""feature"": ""context_switch_count"", ""value"": 6122.857, ""z"": 45.153}, {""feature"": ""process_exec_count"", ""value"": 3.798, ""z"": 19.309}, {""feature"": ""syscall_read_rate"", ""value"": 325.773, ""z"": 7.802}]"
