timestamp,node,namespace,pod,container,anomaly_score,is_anomaly,top_features
2026-05-27T03:10:58Z,mock-node,default,mock-pod,app,0.849978,True,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 2.581, ""z"": 79.982}, {""feature"": ""tcp_connect_rate"", ""value"": 14.291, ""z"": 12.357}, {""feature"": ""disk_io_latency_ms"", ""value"": 3.112, ""z"": 3.656}]"
2026-05-27T03:11:08Z,mock-node,default,mock-pod,app,0.745183,False,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 2.215, ""z"": 67.689}, {""feature"": ""tcp_connect_rate"", ""value"": 11.194, ""z"": 8.251}, {""feature"": ""disk_io_latency_ms"", ""value"": 3.234, ""z"": 4.06}]"
2026-05-27T03:11:18Z,mock-node,default,mock-pod,app,0.800525,False,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 2.721, ""z"": 84.684}, {""feature"": ""tcp_connect_rate"", ""value"": 17.693, ""z"": 16.868}, {""feature"": ""disk_io_latency_ms"", ""value"": 3.112, ""z"": 3.656}]"
2026-05-27T03:11:28Z,mock-node,default,mock-pod,app,0.908274,True,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 2.33, ""z"": 71.551}, {""feature"": ""tcp_connect_rate"", ""value"": 15.96, ""z"": 14.57}, {""feature"": ""disk_io_latency_ms"", ""value"": 2.952, ""z"": 3.128}]"
2026-05-27T03:11:38Z,mock-node,default,mock-pod,app,0.798498,False,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 3.648, ""z"": 115.82}, {""feature"": ""tcp_connect_rate"", ""value"": 17.128, ""z"": 16.118}, {""feature"": ""disk_io_latency_ms"", ""value"": 2.725, ""z"": 2.378}]"
2026-05-27T03:11:48Z,mock-node,default,mock-pod,app,1.0,True,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 3.108, ""z"": 97.683}, {""feature"": ""tcp_connect_rate"", ""value"": 11.72, ""z"": 8.948}, {""feature"": ""disk_io_latency_ms"", ""value"": 3.161, ""z"": 3.818}]"
2026-05-27T03:11:58Z,mock-node,default,mock-pod,app,0.94424,True,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 3.717, ""z"": 118.137}, {""feature"": ""tcp_connect_rate"", ""value"": 15.977, ""z"": 14.592}, {""feature"": ""disk_io_latency_ms"", ""value"": 3.577, ""z"": 5.193}]"
2026-05-27T03:12:08Z,mock-node,default,mock-pod,app,0.966893,True,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 3.459, ""z"": 109.472}, {""feature"": ""tcp_connect_rate"", ""value"": 14.586, ""z"": 12.748}, {""feature"": ""disk_io_latency_ms"", ""value"": 3.146, ""z"": 3.769}]"
2026-05-27T03:12:18Z,mock-node,default,mock-pod,app,0.883778,True,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 2.604, ""z"": 80.754}, {""feature"": ""tcp_connect_rate"", ""value"": 15.06, ""z"": 13.376}, {""feature"": ""disk_io_latency_ms"", ""value"": 2.939, ""z"": 3.085}]"
2026-05-27T03:12:28Z,mock-node,default,mock-pod,app,0.94018,True,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 3.284, ""z"": 103.594}, {""feature"": ""tcp_connect_rate"", ""value"": 13.229, ""z"": 10.949}, {""feature"": ""disk_io_latency_ms"", ""value"": 3.069, ""z"": 3.514}]"
2026-05-27T03:12:38Z,mock-node,default,mock-pod,app,0.775434,False,"[{""feature"": ""tcp_retransmit_rate"", ""value"": 3.905, ""z"": 124.452}, {""feature"": ""tcp_connect_rate"", ""value"": 16.273, ""z"": 14.985}, {""feature"": ""disk_io_latency_ms"", ""value"": 3.416, ""z"": 4.661}]"
